U,Y,R,D,M
55.78735979457585,0.0,44.4503623329178,23.27151336961274,20.20140940330276
49.002518596845924,0.0,41.72911598358256,18.627210765916484,25.723065269990173
57.400544023127075,0.0,46.894080921798555,6.053064215398983,39.57409349076101
66.75369892060118,0.0,63.575786461504386,32.5578587154949,61.000681431189506
47.977929286195256,0.0,56.622639946493045,-6.926111068356942,55.399652849232254
47.978104712604974,0.0,35.79622643346237,4.85317173593358,44.97273811209274
67.35402236936855,0.0,73.58750750615366,-3.4499522958205233,47.90495023802764
58.680050256717976,0.0,46.20150378793464,41.91699379088253,43.033986128871824
45.46348855038194,0.0,32.51450943505376,9.426789087606798,34.337830993053366
56.27723009658251,0.0,60.773145070196726,49.167782748224305,46.96989462562816
45.528205236040804,0.0,51.30262239608856,24.04015967203006,35.763066188366174
45.503500515781695,0.0,50.53207238755995,19.02613634468687,17.368574843810563
53.065297259943705,0.0,35.031576001762,8.606655990399922,25.592747422188506
30.03620372321457,0.0,21.39141941854784,-10.533754887823763,13.145441666125242
32.04888469782988,0.0,37.008282174189304,12.686721466324949,-14.160527277493557
44.47176602145879,0.0,40.948533696818146,11.136913575884675,43.17433266346026
39.65763934032599,0.0,24.41648596795349,-9.373653021050153,9.341812462196394
53.83767411276636,0.0,54.5633338562486,-4.082976225886622,55.062879709487476
40.777518528001124,0.0,29.314613272395153,-3.395369272553612,36.29455934476336
35.38921415662747,0.0,50.57136321062863,32.813428098231725,24.33467391329605
66.14057328809443,0.0,78.15146157599185,55.24233045569672,75.56537663452288
48.06743959638597,0.0,50.4349645800561,17.009440439374124,50.08727061615207
51.20144276937515,0.0,61.524210401105705,17.942067459232202,42.7180208241658
35.256242946140304,0.0,32.13762969793803,2.3406083845750025,20.171658138681924
44.66308157850303,0.0,48.796406462905615,-0.9186310285892247,51.397229227560274
51.66511836231494,0.0,63.21490226900646,35.4765896460709,50.33848727771374
38.181352507827995,0.0,36.92453758871522,35.089305572989716,42.17105263727281
54.494284020648806,0.0,47.65873990887418,5.063177525301674,15.082924217070442
44.061978046396305,0.0,22.068891598638093,10.752119721177658,30.374501036927214
47.36310164167298,0.0,42.47086382560917,7.3943509879021905,18.168468064754347
44.05056713435488,0.0,48.80800526947536,5.9913161273952555,36.91290721098164
70.27176729925048,0.0,75.87107783713333,43.03545477472048,74.46650292564422
50.335673753101744,0.0,51.60884991225077,-3.1203009930236902,64.61521499915405
39.178091770679245,0.0,29.5786780302279,15.808647970609524,15.960852183818975
59.26891092944259,0.0,34.13384112715861,30.53908267992135,37.908904884784185
37.43499387664706,0.0,28.35321466306978,6.274189391930031,24.769725992296962
52.711632875201,0.0,45.38661085721027,29.257999751427583,30.68184831570437
29.540520819913148,0.0,22.52345901245576,6.0192791166009005,30.35193752529782
36.28802404529493,0.0,39.011277736849294,24.798340282278385,27.434896985082524
52.58338584540494,0.0,69.49226685322479,-4.847665286022593,51.570726913172045
58.37052118446174,0.0,55.475624242527275,14.868443208927744,57.9860942423737
52.31098975382151,0.0,45.91993464073096,15.441046604567378,41.805002855727885
49.24417419154595,0.0,42.45629613613429,-22.88828407296898,29.092621023368913
47.26255494204143,0.0,44.56788752601154,-1.6244152693868443,37.62924208562917
34.681661683769306,0.0,22.122821426864817,-4.700821578845183,11.274996217614158
42.78824898137874,0.0,40.12629166373539,24.581208411338608,34.98439159590811
45.55789843798665,0.0,46.34663933021551,2.781001409706299,50.090167077041315
61.775405148863754,0.0,59.73357024893108,10.126465234335564,39.48163723973947
54.151507247695356,0.0,54.86355444520013,28.98426266049833,27.694177830637965
31.641541889707586,0.0,32.48922452632707,-17.70571093568862,23.383012808486296
53.94278007055894,0.0,31.06777495014128,-11.837419352619868,29.870540332502905
46.36523101190098,0.0,49.10883459265086,8.089858883927828,39.49870643201955
43.24687929209229,0.0,32.204860764537045,-8.929095976037466,35.58875769414266
57.01574767170507,0.0,41.241508581868096,-0.8260125021690641,18.136348480083804
61.49628009312643,0.0,45.55379338687798,29.581771345578954,58.24989185092231
60.4307631266726,0.0,60.78078192306342,33.25946355359379,38.83304443997559
41.51272698686168,0.0,35.24568932437789,21.63480754504768,30.9004551150115
47.17591246222506,0.0,25.36893580542776,29.255323924108126,24.304153609795073
54.019493712248334,0.0,54.9506886570661,34.88161616202069,39.856919367667544
60.903741458393704,0.0,41.425020427090544,-8.819855759250817,69.07807677317294
45.35984415989962,0.0,42.86126500865569,18.97978894869011,40.4237751888239
48.49609929282482,0.0,46.98769243270721,6.893338753913999,51.38796840415215
38.65853646626948,0.0,44.16645249161338,-1.5826613634079294,33.5746345410013
37.69824423915838,0.0,52.704786961098094,16.31917974297238,41.278594398098605
59.16185543460877,0.0,40.50599908175968,-4.164546894914412,51.52835268943853
64.97152428488192,0.0,60.100655409310725,-1.2649101613534732,59.888303989256976
49.71045456577356,0.0,42.73346639394635,23.951872542165162,53.55877594165003
61.202795038715806,0.0,61.541728323028,28.213556896893415,56.209558327873424
54.344029487093685,0.0,52.49339972129416,19.497136405347575,74.77495353775585
43.58669111624178,0.0,35.90867683184538,-0.7411943090921849,44.96150270448958
54.34146056781194,0.0,45.543416541071096,28.050722268570794,29.920584773651754
66.91404789618119,0.0,50.75135049859285,34.065276870286134,53.167757832915925
50.09708698114144,0.0,56.49045307917322,16.438357722552574,49.15874127504894
67.19834868587127,0.0,67.70343891589566,8.044540364208341,61.27930914390263
22.487519430935667,0.0,28.61437876531551,-5.930078834619986,23.142501502747383
59.26204670532643,0.0,51.76025612447891,32.07969252013286,59.75248456686599
51.410004790143404,0.0,40.377530813147985,34.660154386243704,23.35942235869453
47.28495470799312,0.0,31.86361982702661,9.089321163350782,50.57597441368813
51.460371479027344,0.0,51.175148658193905,12.467218186305619,37.43752827353802
29.242418004920463,0.0,14.53922481206748,1.4963210360170156,8.052288055259009
48.132666172431556,0.0,63.66835055922785,18.030348926698256,37.39023867959566
54.29569569922395,0.0,36.32708807938925,9.355587461583928,51.41083707540869
66.2714159195469,0.0,64.82913818114955,-16.658336959760476,55.80834998543308
44.94209767270975,0.0,57.55075918584072,29.211235308295723,32.28439889093994
41.84101674068558,0.0,44.262714859196755,35.98896123048529,28.87040139353592
45.11854345161456,0.0,43.00348637621267,3.8704013929245242,13.894891973760576
60.261104270655395,0.0,45.778613411326006,5.791399663850756,38.24714621797024
53.99264917294538,0.0,35.24489183546433,15.445260662758065,25.28504434231084
44.81932543307958,0.0,48.99876929327245,9.693439647824283,34.522802037979865
55.96423410590829,0.0,67.74082469081651,32.48929248161163,60.403406021345425
51.51718200382527,0.0,42.78946111546814,16.786704355548977,48.056304289330605
60.830012451222146,0.0,44.53277286871877,9.96560738276335,64.50543206698926
42.97834974139006,0.0,13.030304866427421,-7.254664313471675,38.482253716039665
46.97877386039475,0.0,32.5949292626358,25.72070029462244,27.973839226764014
46.29015849512744,0.0,41.09340654964586,21.592133920792158,36.85528993788405
34.842014208714886,0.0,47.965952901302956,21.797299564974125,29.505686803393058
53.64398377201838,0.0,56.64603454159398,3.5422624554596496,20.1220202280205
53.26930887057381,0.0,52.38333154335213,42.8863015682499,30.199169418113385
50.534531709487226,0.0,42.233545167073444,-9.094840404375901,38.13207661841431
47.973294509138974,0.0,37.779500078422274,24.06851292869237,34.74728424398082
35.35644236088855,0.0,46.424278728866,-19.774185079907365,36.23488646697278
45.98523450452802,0.0,44.120482707362,1.8393763426185092,43.08724602208445
46.81793700215953,0.0,20.566235034214746,35.431480511475925,8.703287309262326
41.90743920985109,0.0,30.861757436561682,22.450632538408858,36.6278123206851
48.75653133015,0.0,35.63883164911771,6.802375722542291,39.08736745893116
54.79723840476856,0.0,44.87647155927707,10.50815659585351,52.073361869365144
70.63407640073666,0.0,72.17739784060994,27.941104006861032,78.03265670334177
52.34528408674845,0.0,47.1100503071567,23.71695453422597,41.303397017140256
53.23185868002509,0.0,48.30494080433835,34.59592905538033,59.67685482685292
49.68442773504824,0.0,59.53033155509365,8.580393989719221,33.704682371269776
29.977531868166817,0.0,18.89463115104556,-18.533912383774542,5.568928721855579
50.19658886381036,0.0,65.86114949753357,17.502908360346407,52.468791738803716
51.12346258738091,0.0,39.94278448932081,9.354405848448737,35.37538318464748
76.80000963811567,0.0,73.22465631789167,11.583825346740962,73.03125270778825
48.4244875321651,0.0,41.41811824619371,18.511680716473684,63.23041611627246
53.701972788460736,0.0,50.8862603837295,14.214356420828173,50.18351450554881
50.108993118920814,0.0,50.753586165709024,19.562082409522052,45.12232792894433
37.99239136542157,0.0,38.73169838035036,-4.0205207777181595,18.68354390433414
62.69112894753938,0.0,50.44569875744515,29.016372918313127,30.81834334306223
58.51441227620798,0.0,42.42788243276141,1.3022569035071285,45.49818534915086
58.93219011286311,0.0,81.2076436521059,8.427848278521768,71.78627624823847
40.76295061344869,0.0,31.74273223360311,6.683278942786385,25.51205292289723
65.46896386073237,0.0,68.54344824224913,48.229579569696796,64.662086580833
35.50090218658261,0.0,14.6813520327849,18.27386290598607,38.14274590235946
56.75055080416291,0.0,49.61771746293295,34.07236354417059,64.72142239894382
73.88524460823494,0.0,68.07026111494534,48.27893020300006,71.31983877597277
39.89586261230775,0.0,41.014871731359186,60.39964630705927,33.80901850296633
44.428916421686274,0.0,11.659396515944604,12.707172815497191,7.318340385162411
51.54468361580972,0.0,49.21815404406892,36.04765074687515,35.24469837743969
45.10017983713084,0.0,28.960653364578512,26.759733877754265,28.524876115399998
33.910819435985644,0.0,33.561817773501815,20.376228360337286,14.195897141004828
51.21249944520603,0.0,36.167839042299775,40.85125689583291,42.004660686975676
39.12901716804361,0.0,26.20593681956521,3.2995376575315625,50.473514590169415
55.54030068019772,0.0,48.49162765743666,11.200510364381177,64.90247207946858
40.655706101163034,0.0,25.623430287465652,14.553424202972092,30.651518514985128
67.0411781076662,0.0,57.65810366921081,21.974015308851104,67.28988511513181
42.110713291461934,0.0,25.560924426656964,15.335258474687848,19.610636753566983
47.038617446531006,0.0,23.634074147550542,35.57708411472606,50.178838393490366
59.17244864045457,0.0,65.7280740169601,13.486116162241842,34.46890975711035
37.327921533957955,0.0,19.774021922976416,3.925059045494243,34.67571497248042
52.91033758747862,0.0,46.911600132005276,19.238736519491503,49.646492778201534
64.4469124542064,0.0,68.10698381205262,19.905394300164723,49.299589925551274
33.30369120815181,0.0,23.026110944294103,-20.96468201719698,18.57183291481674
52.45273446196256,0.0,39.62113795375926,8.355958222572692,26.743305347125627
53.25678076584767,0.0,51.5367018423847,26.659030889375984,31.501139882122047
58.83378974534763,0.0,66.453140712989,40.29527366781497,34.065508071324615
37.26288748516757,0.0,21.051127826476446,-8.087733763821486,33.198757768553705
36.3706142406026,0.0,30.958458301495437,-8.643838083905365,40.97958879414702
56.056918528784294,0.0,33.56245785865552,18.93777627623517,14.848511538622244
